source,codice,denominazione,categoria,sottocategoria,rito,fase_processuale,termine,giorni,mesi,anni,decorrenza,natura,norma,criticita,classificazione_import,calcolabile_automaticamente,direction,matter_type,term_rule_code,nota_import
pct\data\legal_knowledge_base.full.json,171321,Cause di omologazione di concordato preventivo (art. 160 e ss.),Contenzioso civile,Fallimento e procedure concorsuali,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_9EF80B521EB5,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,171401,Istanza e ricorso per la dichiarazione di fallimento e relativo reclamo (art. 6-22 del R.D. n. 267/1942),Contenzioso civile,Fallimento e procedure concorsuali,"Procedimento societario, impresa o crisi d'impresa",impugnazione,Termine breve ordinario per appello o revocazione ordinaria,30,,,Dalla notificazione del provvedimento quando il rito lo prevede,termine di impugnazione,c.p.c. artt. 325 e 326,Non usare per ricorso per cassazione o riti speciali senza verifica.,calcolabile_giorni,True,forward,admin,GP_TERM_D07920AA59C6,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,171401,Istanza e ricorso per la dichiarazione di fallimento e relativo reclamo (art. 6-22 del R.D. n. 267/1942),Contenzioso civile,Fallimento e procedure concorsuali,"Procedimento societario, impresa o crisi d'impresa",impugnazione,Termine breve per ricorso per cassazione,60,,,Dalla notificazione del provvedimento,termine di impugnazione,c.p.c. art. 325,Applicare solo se il mezzo corretto è il ricorso per cassazione.,calcolabile_giorni,True,forward,admin,GP_TERM_BA19C74D4783,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,171401,Istanza e ricorso per la dichiarazione di fallimento e relativo reclamo (art. 6-22 del R.D. n. 267/1942),Contenzioso civile,Fallimento e procedure concorsuali,"Procedimento societario, impresa o crisi d'impresa",impugnazione,Termine lungo di impugnazione,,6,,Dalla pubblicazione del provvedimento,termine lungo,c.p.c. art. 327,"Verificare esclusioni, decorrenze speciali e sospensione feriale.",calcolabile_mesi,True,forward,admin,GP_TERM_E647576B4309,Importabile come template mesi se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,171401,Istanza e ricorso per la dichiarazione di fallimento e relativo reclamo (art. 6-22 del R.D. n. 267/1942),Contenzioso civile,Fallimento e procedure concorsuali,"Procedimento societario, impresa o crisi d'impresa",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_658D5C4298C1,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,171401,Istanza e ricorso per la dichiarazione di fallimento e relativo reclamo (art. 6-22 del R.D. n. 267/1942),Contenzioso civile,Fallimento e procedure concorsuali,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_E0907987B6AD,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,171402,Istanza per estensione di fallimento (art. 147 del R.D. n. 267/1942,Contenzioso civile,Fallimento e procedure concorsuali,"Procedimento societario, impresa o crisi d'impresa",notifica,"Termini societari, concorsuali o di proprietà industriale collegati all'atto",,,,"Dalla delibera, pubblicazione, comunicazione, provvedimento o evento previsto dalla norma speciale",termine speciale,"c.c., c.p.c., c.p.i. o CCII secondo materia",Materia ad alto rischio: calcolo automatico solo dopo individuazione della norma speciale applicabile.,manual_review,False,forward,admin,GP_TERM_40B26A9F6EB4,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,171402,Istanza per estensione di fallimento (art. 147 del R.D. n. 267/1942,Contenzioso civile,Fallimento e procedure concorsuali,"Procedimento societario, impresa o crisi d'impresa",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_F583282F0167,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,171402,Istanza per estensione di fallimento (art. 147 del R.D. n. 267/1942,Contenzioso civile,Fallimento e procedure concorsuali,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_8A8A8CC7D0F6,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,171403,Accertamento dello stato di insolvenza nella Liquidazione coatta amministrativa o nella Amministrazione straordinaria e relativo reclamo,Contenzioso civile,Fallimento e procedure concorsuali,"Procedimento societario, impresa o crisi d'impresa",impugnazione,Termine breve ordinario per appello o revocazione ordinaria,30,,,Dalla notificazione del provvedimento quando il rito lo prevede,termine di impugnazione,c.p.c. artt. 325 e 326,Non usare per ricorso per cassazione o riti speciali senza verifica.,calcolabile_giorni,True,forward,admin,GP_TERM_5A3E753944AF,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,171403,Accertamento dello stato di insolvenza nella Liquidazione coatta amministrativa o nella Amministrazione straordinaria e relativo reclamo,Contenzioso civile,Fallimento e procedure concorsuali,"Procedimento societario, impresa o crisi d'impresa",impugnazione,Termine breve per ricorso per cassazione,60,,,Dalla notificazione del provvedimento,termine di impugnazione,c.p.c. art. 325,Applicare solo se il mezzo corretto è il ricorso per cassazione.,calcolabile_giorni,True,forward,admin,GP_TERM_B8AE3F70A338,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,171403,Accertamento dello stato di insolvenza nella Liquidazione coatta amministrativa o nella Amministrazione straordinaria e relativo reclamo,Contenzioso civile,Fallimento e procedure concorsuali,"Procedimento societario, impresa o crisi d'impresa",impugnazione,Termine lungo di impugnazione,,6,,Dalla pubblicazione del provvedimento,termine lungo,c.p.c. art. 327,"Verificare esclusioni, decorrenze speciali e sospensione feriale.",calcolabile_mesi,True,forward,admin,GP_TERM_8BEEE76D116E,Importabile come template mesi se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,171403,Accertamento dello stato di insolvenza nella Liquidazione coatta amministrativa o nella Amministrazione straordinaria e relativo reclamo,Contenzioso civile,Fallimento e procedure concorsuali,"Procedimento societario, impresa o crisi d'impresa",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_CC5899783238,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,171403,Accertamento dello stato di insolvenza nella Liquidazione coatta amministrativa o nella Amministrazione straordinaria e relativo reclamo,Contenzioso civile,Fallimento e procedure concorsuali,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_B38C0703EED6,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,171404,Esdebitazione del Debitore Incapiente (CCI),Contenzioso civile,Fallimento e procedure concorsuali,"Procedimento societario, impresa o crisi d'impresa",notifica,"Termini societari, concorsuali o di proprietà industriale collegati all'atto",,,,"Dalla delibera, pubblicazione, comunicazione, provvedimento o evento previsto dalla norma speciale",termine speciale,"c.c., c.p.c., c.p.i. o CCII secondo materia",Materia ad alto rischio: calcolo automatico solo dopo individuazione della norma speciale applicabile.,manual_review,False,forward,admin,GP_TERM_59235148460A,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,171404,Esdebitazione del Debitore Incapiente (CCI),Contenzioso civile,Fallimento e procedure concorsuali,"Procedimento societario, impresa o crisi d'impresa",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_7BC6D39A23C5,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,171404,Esdebitazione del Debitore Incapiente (CCI),Contenzioso civile,Fallimento e procedure concorsuali,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_781C59988CDC,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,171405,Reclamo avverso il rigetto della dichiarazione dello stato di insolvenza (LCA),Contenzioso civile,Fallimento e procedure concorsuali,"Procedimento societario, impresa o crisi d'impresa",impugnazione,Termine breve ordinario per appello o revocazione ordinaria,30,,,Dalla notificazione del provvedimento quando il rito lo prevede,termine di impugnazione,c.p.c. artt. 325 e 326,Non usare per ricorso per cassazione o riti speciali senza verifica.,calcolabile_giorni,True,forward,admin,GP_TERM_FFB2641D77DD,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,171405,Reclamo avverso il rigetto della dichiarazione dello stato di insolvenza (LCA),Contenzioso civile,Fallimento e procedure concorsuali,"Procedimento societario, impresa o crisi d'impresa",impugnazione,Termine breve per ricorso per cassazione,60,,,Dalla notificazione del provvedimento,termine di impugnazione,c.p.c. art. 325,Applicare solo se il mezzo corretto è il ricorso per cassazione.,calcolabile_giorni,True,forward,admin,GP_TERM_83A353B1548F,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,171405,Reclamo avverso il rigetto della dichiarazione dello stato di insolvenza (LCA),Contenzioso civile,Fallimento e procedure concorsuali,"Procedimento societario, impresa o crisi d'impresa",impugnazione,Termine lungo di impugnazione,,6,,Dalla pubblicazione del provvedimento,termine lungo,c.p.c. art. 327,"Verificare esclusioni, decorrenze speciali e sospensione feriale.",calcolabile_mesi,True,forward,admin,GP_TERM_FF3730713F8A,Importabile come template mesi se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,171405,Reclamo avverso il rigetto della dichiarazione dello stato di insolvenza (LCA),Contenzioso civile,Fallimento e procedure concorsuali,"Procedimento societario, impresa o crisi d'impresa",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_8C65CF70D24F,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,171405,Reclamo avverso il rigetto della dichiarazione dello stato di insolvenza (LCA),Contenzioso civile,Fallimento e procedure concorsuali,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_BE26C37582A6,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,171406,Opposizione all'omologazione del piano di ristrutturazione,Contenzioso civile,Fallimento e procedure concorsuali,"Procedimento societario, impresa o crisi d'impresa",impugnazione,Termine breve ordinario per appello o revocazione ordinaria,30,,,Dalla notificazione del provvedimento quando il rito lo prevede,termine di impugnazione,c.p.c. artt. 325 e 326,Non usare per ricorso per cassazione o riti speciali senza verifica.,calcolabile_giorni,True,forward,admin,GP_TERM_6CA42A76BE5C,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,171406,Opposizione all'omologazione del piano di ristrutturazione,Contenzioso civile,Fallimento e procedure concorsuali,"Procedimento societario, impresa o crisi d'impresa",impugnazione,Termine breve per ricorso per cassazione,60,,,Dalla notificazione del provvedimento,termine di impugnazione,c.p.c. art. 325,Applicare solo se il mezzo corretto è il ricorso per cassazione.,calcolabile_giorni,True,forward,admin,GP_TERM_75BED4A38672,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,171406,Opposizione all'omologazione del piano di ristrutturazione,Contenzioso civile,Fallimento e procedure concorsuali,"Procedimento societario, impresa o crisi d'impresa",impugnazione,Termine lungo di impugnazione,,6,,Dalla pubblicazione del provvedimento,termine lungo,c.p.c. art. 327,"Verificare esclusioni, decorrenze speciali e sospensione feriale.",calcolabile_mesi,True,forward,admin,GP_TERM_730F042B3A3F,Importabile come template mesi se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,171406,Opposizione all'omologazione del piano di ristrutturazione,Contenzioso civile,Fallimento e procedure concorsuali,"Procedimento societario, impresa o crisi d'impresa",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_CCCAAAB4079B,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,171406,Opposizione all'omologazione del piano di ristrutturazione,Contenzioso civile,Fallimento e procedure concorsuali,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_98D9EB27C074,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,171999,Altri istituti di diritto fallimentare,Contenzioso civile,Fallimento e procedure concorsuali,"Procedimento societario, impresa o crisi d'impresa",notifica,"Termini societari, concorsuali o di proprietà industriale collegati all'atto",,,,"Dalla delibera, pubblicazione, comunicazione, provvedimento o evento previsto dalla norma speciale",termine speciale,"c.c., c.p.c., c.p.i. o CCII secondo materia",Materia ad alto rischio: calcolo automatico solo dopo individuazione della norma speciale applicabile.,manual_review,False,forward,admin,GP_TERM_58C42B70D9E0,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,171999,Altri istituti di diritto fallimentare,Contenzioso civile,Fallimento e procedure concorsuali,"Procedimento societario, impresa o crisi d'impresa",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_F584D3B37C1D,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,171999,Altri istituti di diritto fallimentare,Contenzioso civile,Fallimento e procedure concorsuali,"Procedimento societario, impresa o crisi d'impresa",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_B7C104F42B86,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,172001,Brevetto (invenzione e modello) - Marchio,Contenzioso civile,Diritto industriale - vecchio rito,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Termini societari, concorsuali o di proprietà industriale collegati all'atto",,,,"Dalla delibera, pubblicazione, comunicazione, provvedimento o evento previsto dalla norma speciale",termine speciale,"c.c., c.p.c., c.p.i. o CCII secondo materia",Materia ad alto rischio: calcolo automatico solo dopo individuazione della norma speciale applicabile.,manual_review,False,forward,civil,GP_TERM_7C089134EB3B,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,172001,Brevetto (invenzione e modello) - Marchio,Contenzioso civile,Diritto industriale - vecchio rito,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_D78DA5C8171B,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,172001,Brevetto (invenzione e modello) - Marchio,Contenzioso civile,Diritto industriale - vecchio rito,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_49F70D153D44,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,172011,Concorrenza sleale,Contenzioso civile,Diritto industriale - vecchio rito,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Termini societari, concorsuali o di proprietà industriale collegati all'atto",,,,"Dalla delibera, pubblicazione, comunicazione, provvedimento o evento previsto dalla norma speciale",termine speciale,"c.c., c.p.c., c.p.i. o CCII secondo materia",Materia ad alto rischio: calcolo automatico solo dopo individuazione della norma speciale applicabile.,manual_review,False,forward,civil,GP_TERM_E8CC23C6D7B8,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,172011,Concorrenza sleale,Contenzioso civile,Diritto industriale - vecchio rito,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_70F740C60EEA,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,172011,Concorrenza sleale,Contenzioso civile,Diritto industriale - vecchio rito,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_3D9DCE0DA422,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,172012,Concorrenza sleale interferente- marchio di fatto - nome a dominio,Contenzioso civile,Diritto industriale - vecchio rito,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Termini societari, concorsuali o di proprietà industriale collegati all'atto",,,,"Dalla delibera, pubblicazione, comunicazione, provvedimento o evento previsto dalla norma speciale",termine speciale,"c.c., c.p.c., c.p.i. o CCII secondo materia",Materia ad alto rischio: calcolo automatico solo dopo individuazione della norma speciale applicabile.,manual_review,False,forward,civil,GP_TERM_5F3186EFAC01,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,172012,Concorrenza sleale interferente- marchio di fatto - nome a dominio,Contenzioso civile,Diritto industriale - vecchio rito,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_2DB85C1E2488,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,172012,Concorrenza sleale interferente- marchio di fatto - nome a dominio,Contenzioso civile,Diritto industriale - vecchio rito,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_AB7B101B178B,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,172021,Diritto di autore,Contenzioso civile,Diritto industriale - vecchio rito,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_79CEB865C653,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,172021,Diritto di autore,Contenzioso civile,Diritto industriale - vecchio rito,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_5F05469BA906,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,172031,Ditta - Insegna - Denominazione sociale,Contenzioso civile,Diritto industriale - vecchio rito,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_0DA1D210E248,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,172031,Ditta - Insegna - Denominazione sociale,Contenzioso civile,Diritto industriale - vecchio rito,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_52A680ECDD1D,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,172999,Altri istituti di diritto industriale,Contenzioso civile,Diritto industriale - vecchio rito,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_31944AAD96BD,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,172999,Altri istituti di diritto industriale,Contenzioso civile,Diritto industriale - vecchio rito,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_FF9F3E52BF30,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,173001,Brevetto (invenzione e modello) - Marchio,Contenzioso civile,Diritto industriale - nuovo rito,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Termini societari, concorsuali o di proprietà industriale collegati all'atto",,,,"Dalla delibera, pubblicazione, comunicazione, provvedimento o evento previsto dalla norma speciale",termine speciale,"c.c., c.p.c., c.p.i. o CCII secondo materia",Materia ad alto rischio: calcolo automatico solo dopo individuazione della norma speciale applicabile.,manual_review,False,forward,civil,GP_TERM_CC220E1FDA4F,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,173001,Brevetto (invenzione e modello) - Marchio,Contenzioso civile,Diritto industriale - nuovo rito,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_DB90CCA5D75F,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,173001,Brevetto (invenzione e modello) - Marchio,Contenzioso civile,Diritto industriale - nuovo rito,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_F943ED396DAA,Richiede verifica professionale prima di calcolo automatico.
